boilerSize,radiatorType,radiator,toilet,toileType,washbasin,washbasinType,bathhub,bathhubType,showerCabin,showerCabinType,Bidet,BidetType,waterHeater,waterHeaterType,sinkTypeQuality,sinkCategorie,cost,time
small,Sira_Alice_Royal,7,3,Basic-Ceramic,2,Pedestal,2,Luxury,2,Luxury_Enclosure,1,Wall-Hung,2,GAS-11liters,poor,double,801942,64
medium,COPA_Aluminium,16,0,Basic-Ceramic,1,Wall-Mounted,1,Luxury,2,Luxury_Enclosure,2,Wall-Hung,0,Electric-30liters,poor,double,751854,58
medium,Primavera_H500,11,1,Wall-Hung,2,Wall-Mounted,2,Luxury,0,Basic_Enclosure,2,Wall-Hung,2,GAS-6liters,high,single,702228,63
medium,GLOBAL_ISEO_350,4,2,Basic-Ceramic,2,Pedestal,1,Standard,1,Luxury_Enclosure,2,Wall-Hung,0,GAS-6liters,high,double,721160,29
small,Samochauf_SAHD,10,3,Wall-Hung,0,Pedestal,1,Standard,2,Basic_Enclosure,0,Wall-Hung,2,Electric-30liters,poor,double,647079,63
medium,Primavera_H500,14,0,Wall-Hung,3,Countertop,1,Luxury,1,Luxury_Enclosure,2,Bidet-Ceramic,2,Electric-50liters,poor,double,887481,70
small,Samochauf_SAHD,12,1,Basic-Ceramic,2,Wall-Mounted,2,Luxury,0,Basic_Enclosure,1,Wall-Hung,2,Electric-50liters,poor,double,615061,49
small,Sira_Alice_Royal,14,0,Basic-Ceramic,3,Wall-Mounted,2,Luxury,0,Basic_Enclosure,2,Wall-Hung,1,GAS-6liters,poor,double,740985,51
big,Samochauf_SAHD,7,3,One-Piece,1,Wall-Mounted,2,Standard,2,Luxury_Enclosure,0,Wall-Hung,2,Electric-50liters,poor,double,769182,60
big,Sira_Alice_Royal,6,3,Basic-Ceramic,0,Pedestal,0,Luxury,2,Basic_Enclosure,1,Bidet-Mixer-Tap,1,Electric-50liters,high,double,558592,45
big,Samochauf_SAHD,1,2,One-Piece,3,Wall-Mounted,2,Luxury,1,Luxury_Enclosure,1,Wall-Hung,0,Electric-50liters,high,single,426728,31
medium,FONDITAL_ARDENTE_C2,1,2,Basic-Ceramic,2,Pedestal,2,Luxury,2,Luxury_Enclosure,2,Wall-Hung,2,GAS-11liters,high,double,644198,45
medium,GLOBAL_ISEO_350,10,2,Basic-Ceramic,0,Wall-Mounted,0,Luxury,2,Basic_Enclosure,1,Bidet-Mixer-Tap,1,GAS-6liters,high,single,1382314,50
medium,Sira_Alice_Royal,7,1,One-Piece,3,Countertop,0,Standard,0,Basic_Enclosure,0,Bidet-Mixer-Tap,0,GAS-11liters,high,single,376051,37
big,GLOBAL_ISEO_350,10,3,One-Piece,2,Wall-Mounted,1,Luxury,2,Basic_Enclosure,1,Wall-Hung,0,GAS-11liters,poor,single,1384698,61
small,Helyos_Evo,3,1,One-Piece,1,Pedestal,0,Standard,1,Basic_Enclosure,1,Bidet-Mixer-Tap,0,Electric-30liters,high,single,244031,21
big,GLOBAL_ISEO_350,11,1,One-Piece,2,Wall-Mounted,2,Luxury,2,Basic_Enclosure,2,Wall-Hung,0,GAS-11liters,high,single,1582686,50
medium,Sira_Alice_Royal,4,2,One-Piece,0,Wall-Mounted,0,Standard,2,Luxury_Enclosure,1,Bidet-Mixer-Tap,2,GAS-11liters,high,single,541478,36
small,Helyos_Evo,5,2,One-Piece,2,Pedestal,0,Standard,0,Luxury_Enclosure,0,Bidet-Ceramic,1,Electric-30liters,poor,double,288686,32
big,Helyos_Evo,4,3,One-Piece,2,Wall-Mounted,0,Luxury,2,Basic_Enclosure,1,Bidet-Ceramic,0,Electric-30liters,poor,single,404026,43
big,COPA_Aluminium,15,1,Basic-Ceramic,1,Wall-Mounted,0,Luxury,2,Luxury_Enclosure,2,Wall-Hung,2,Electric-30liters,high,double,705586,77
medium,GLOBAL_ISEO_350,10,2,One-Piece,1,Wall-Mounted,1,Luxury,0,Luxury_Enclosure,1,Bidet-Mixer-Tap,0,Electric-50liters,poor,double,1280852,37
small,Sira_Alice_Royal,7,2,Wall-Hung,0,Countertop,0,Standard,0,Luxury_Enclosure,0,Wall-Hung,2,GAS-11liters,high,double,435410,28
medium,COPA_Aluminium,8,2,Basic-Ceramic,2,Countertop,0,Luxury,1,Basic_Enclosure,2,Wall-Hung,1,GAS-11liters,poor,single,426508,47
small,Samochauf_SAHD,1,2,Basic-Ceramic,1,Pedestal,1,Luxury,1,Luxury_Enclosure,2,Wall-Hung,1,GAS-11liters,high,double,381354,28
small,COPA_Aluminium,0,0,One-Piece,1,Wall-Mounted,2,Luxury,0,Luxury_Enclosure,0,Bidet-Mixer-Tap,2,Electric-30liters,poor,single,264577,19
medium,Samochauf_SAHD,7,0,Basic-Ceramic,2,Countertop,1,Luxury,1,Luxury_Enclosure,2,Bidet-Mixer-Tap,2,Electric-30liters,high,double,572903,37
medium,GLOBAL_ISEO_350,5,1,Wall-Hung,3,Pedestal,2,Standard,1,Basic_Enclosure,1,Bidet-Ceramic,0,Electric-50liters,poor,single,761958,39
small,Primavera_H500,15,0,Basic-Ceramic,0,Wall-Mounted,2,Standard,1,Luxury_Enclosure,2,Bidet-Mixer-Tap,0,Electric-30liters,poor,double,775647,49
small,COPA_Aluminium,0,3,Basic-Ceramic,0,Countertop,2,Luxury,2,Basic_Enclosure,0,Bidet-Ceramic,2,Electric-50liters,poor,single,446224,31
medium,GLOBAL_ISEO_350,6,0,One-Piece,1,Pedestal,2,Standard,0,Basic_Enclosure,1,Wall-Hung,1,GAS-6liters,poor,double,795731,27
small,Samochauf_SAHD,0,2,Wall-Hung,3,Pedestal,0,Standard,2,Luxury_Enclosure,0,Bidet-Ceramic,2,GAS-11liters,high,single,461711,37
big,Helyos_Evo,14,2,One-Piece,2,Pedestal,1,Luxury,0,Basic_Enclosure,1,Bidet-Mixer-Tap,1,Electric-50liters,poor,single,623111,43
big,Primavera_H500,2,0,Basic-Ceramic,1,Pedestal,0,Luxury,0,Basic_Enclosure,2,Bidet-Mixer-Tap,0,GAS-11liters,poor,single,142012,16
small,Primavera_H500,3,1,Basic-Ceramic,3,Pedestal,0,Luxury,1,Luxury_Enclosure,0,Bidet-Ceramic,1,Electric-30liters,high,single,302261,28
medium,FONDITAL_ARDENTE_C2,14,0,One-Piece,3,Wall-Mounted,2,Standard,1,Basic_Enclosure,0,Bidet-Mixer-Tap,2,GAS-11liters,high,double,717470,67
medium,Samochauf_SAHD,13,2,Wall-Hung,2,Wall-Mounted,0,Luxury,0,Basic_Enclosure,2,Wall-Hung,0,GAS-6liters,high,double,442427,53
small,Samochauf_SAHD,10,2,One-Piece,2,Wall-Mounted,1,Luxury,1,Luxury_Enclosure,1,Bidet-Ceramic,2,GAS-6liters,poor,single,612823,59
small,COPA_Aluminium,10,3,Basic-Ceramic,2,Countertop,0,Standard,0,Basic_Enclosure,2,Bidet-Mixer-Tap,0,GAS-6liters,high,double,418472,34
small,Primavera_H500,12,1,Wall-Hung,1,Wall-Mounted,1,Luxury,1,Basic_Enclosure,2,Wall-Hung,0,GAS-11liters,high,double,617447,42
big,FONDITAL_ARDENTE_C2,0,1,Basic-Ceramic,3,Countertop,0,Luxury,1,Luxury_Enclosure,0,Bidet-Ceramic,1,Electric-30liters,high,double,296257,20
medium,FONDITAL_ARDENTE_C2,14,2,Wall-Hung,2,Wall-Mounted,0,Luxury,0,Luxury_Enclosure,2,Wall-Hung,2,Electric-30liters,poor,double,636778,48
small,Samochauf_SAHD,9,1,Basic-Ceramic,0,Countertop,1,Luxury,0,Luxury_Enclosure,0,Wall-Hung,2,Electric-50liters,poor,single,451857,34
medium,Primavera_H500,9,3,Wall-Hung,1,Pedestal,1,Luxury,1,Basic_Enclosure,0,Bidet-Ceramic,2,GAS-11liters,high,single,726492,52
big,GLOBAL_ISEO_350,1,3,One-Piece,2,Countertop,1,Standard,1,Basic_Enclosure,0,Wall-Hung,0,Electric-50liters,high,single,385606,27
big,Samochauf_SAHD,12,1,Basic-Ceramic,0,Countertop,1,Luxury,1,Luxury_Enclosure,2,Bidet-Ceramic,1,GAS-11liters,high,single,624644,61
medium,FONDITAL_ARDENTE_C2,8,1,Wall-Hung,1,Countertop,2,Luxury,2,Basic_Enclosure,1,Bidet-Ceramic,1,GAS-6liters,poor,double,628937,61
big,FONDITAL_ARDENTE_C2,6,2,One-Piece,0,Countertop,1,Luxury,0,Basic_Enclosure,2,Bidet-Mixer-Tap,0,GAS-6liters,poor,single,381676,26
small,FONDITAL_ARDENTE_C2,11,2,Basic-Ceramic,0,Wall-Mounted,2,Standard,0,Basic_Enclosure,0,Wall-Hung,1,GAS-11liters,poor,double,519298,49
big,COPA_Aluminium,3,3,One-Piece,0,Wall-Mounted,0,Luxury,2,Luxury_Enclosure,1,Bidet-Ceramic,0,GAS-11liters,poor,double,419380,35
medium,GLOBAL_ISEO_350,6,0,Wall-Hung,1,Countertop,1,Luxury,2,Luxury_Enclosure,1,Wall-Hung,0,Electric-50liters,high,double,1027485,35
medium,Samochauf_SAHD,6,2,Basic-Ceramic,0,Countertop,1,Luxury,2,Luxury_Enclosure,2,Bidet-Mixer-Tap,1,GAS-6liters,poor,single,610369,39
medium,FONDITAL_ARDENTE_C2,11,1,One-Piece,1,Countertop,1,Luxury,2,Basic_Enclosure,2,Wall-Hung,0,GAS-6liters,poor,single,652225,58
big,Samochauf_SAHD,14,1,Wall-Hung,3,Countertop,1,Standard,1,Luxury_Enclosure,0,Bidet-Mixer-Tap,0,Electric-50liters,high,single,649343,66
small,Primavera_H500,5,0,Basic-Ceramic,1,Pedestal,2,Standard,1,Basic_Enclosure,0,Bidet-Mixer-Tap,2,Electric-30liters,high,double,382107,32
medium,COPA_Aluminium,12,0,One-Piece,1,Wall-Mounted,2,Standard,2,Luxury_Enclosure,0,Bidet-Mixer-Tap,0,GAS-6liters,high,double,678529,66
small,GLOBAL_ISEO_350,16,0,Basic-Ceramic,0,Pedestal,0,Standard,0,Luxury_Enclosure,1,Wall-Hung,2,Electric-30liters,high,single,1829554,44
small,Helyos_Evo,2,1,Wall-Hung,1,Wall-Mounted,2,Luxury,0,Basic_Enclosure,2,Bidet-Mixer-Tap,2,Electric-30liters,high,single,394777,32
big,Samochauf_SAHD,13,3,Basic-Ceramic,0,Countertop,0,Standard,0,Luxury_Enclosure,0,Wall-Hung,1,GAS-11liters,poor,single,440996,36
medium,FONDITAL_ARDENTE_C2,10,0,Basic-Ceramic,2,Countertop,0,Luxury,1,Luxury_Enclosure,0,Bidet-Mixer-Tap,2,Electric-50liters,poor,double,593155,49
medium,GLOBAL_ISEO_350,11,3,Wall-Hung,1,Pedestal,2,Luxury,2,Luxury_Enclosure,2,Bidet-Mixer-Tap,0,Electric-50liters,high,double,1858729,74
big,Helyos_Evo,8,2,One-Piece,3,Pedestal,1,Standard,2,Basic_Enclosure,1,Bidet-Ceramic,1,GAS-6liters,poor,double,565291,51
medium,Helyos_Evo,11,1,Wall-Hung,3,Countertop,1,Luxury,1,Basic_Enclosure,2,Bidet-Mixer-Tap,1,Electric-50liters,high,double,728117,64
small,Samochauf_SAHD,14,1,Basic-Ceramic,1,Countertop,1,Standard,2,Basic_Enclosure,2,Bidet-Ceramic,2,GAS-11liters,high,double,681781,71
big,GLOBAL_ISEO_350,7,0,One-Piece,1,Wall-Mounted,2,Standard,1,Basic_Enclosure,1,Wall-Hung,1,Electric-30liters,high,double,1044805,43
big,Primavera_H500,16,1,Basic-Ceramic,1,Countertop,0,Luxury,2,Luxury_Enclosure,0,Bidet-Ceramic,2,Electric-50liters,high,double,919016,75
big,Samochauf_SAHD,4,0,Wall-Hung,1,Countertop,0,Standard,0,Basic_Enclosure,0,Wall-Hung,0,GAS-11liters,poor,double,124457,15
big,FONDITAL_ARDENTE_C2,14,0,Basic-Ceramic,0,Countertop,2,Luxury,0,Basic_Enclosure,2,Bidet-Mixer-Tap,0,GAS-6liters,poor,single,641876,54
small,Samochauf_SAHD,0,1,Basic-Ceramic,0,Wall-Mounted,2,Standard,1,Basic_Enclosure,0,Bidet-Mixer-Tap,2,GAS-11liters,high,double,308165,23
medium,Sira_Alice_Royal,9,1,Wall-Hung,3,Pedestal,0,Luxury,1,Basic_Enclosure,0,Wall-Hung,1,GAS-11liters,high,double,434548,44
small,Primavera_H500,2,2,One-Piece,0,Pedestal,0,Standard,0,Basic_Enclosure,1,Wall-Hung,0,GAS-6liters,poor,double,165509,15
big,COPA_Aluminium,8,1,Basic-Ceramic,1,Pedestal,0,Luxury,0,Luxury_Enclosure,2,Bidet-Ceramic,0,Electric-50liters,high,single,232132,29
medium,Samochauf_SAHD,9,0,Basic-Ceramic,3,Pedestal,0,Standard,0,Luxury_Enclosure,1,Wall-Hung,1,GAS-6liters,high,single,310132,40
medium,GLOBAL_ISEO_350,1,2,Basic-Ceramic,0,Pedestal,1,Standard,2,Basic_Enclosure,2,Bidet-Ceramic,0,GAS-6liters,high,single,409310,27
medium,Samochauf_SAHD,8,3,One-Piece,1,Wall-Mounted,1,Luxury,1,Basic_Enclosure,2,Wall-Hung,1,Electric-30liters,poor,single,486950,43
medium,Sira_Alice_Royal,0,2,One-Piece,1,Countertop,0,Standard,2,Luxury_Enclosure,1,Wall-Hung,1,GAS-11liters,poor,double,451282,33
medium,GLOBAL_ISEO_350,5,1,Wall-Hung,1,Countertop,1,Luxury,1,Basic_Enclosure,0,Bidet-Mixer-Tap,0,GAS-6liters,high,single,769884,30
small,Primavera_H500,12,0,One-Piece,2,Pedestal,0,Standard,2,Luxury_Enclosure,1,Wall-Hung,2,Electric-30liters,high,single,731387,58
small,GLOBAL_ISEO_350,4,2,Wall-Hung,1,Pedestal,1,Standard,1,Basic_Enclosure,2,Wall-Hung,0,GAS-6liters,poor,single,694082,33
small,Helyos_Evo,13,2,One-Piece,0,Pedestal,2,Standard,2,Basic_Enclosure,2,Bidet-Ceramic,0,GAS-11liters,poor,double,759760,71
medium,COPA_Aluminium,11,0,Wall-Hung,3,Wall-Mounted,2,Luxury,1,Luxury_Enclosure,1,Wall-Hung,1,Electric-30liters,high,double,649861,67
medium,Primavera_H500,12,3,Basic-Ceramic,2,Pedestal,1,Standard,2,Basic_Enclosure,1,Bidet-Ceramic,2,GAS-11liters,high,single,777533,54
medium,GLOBAL_ISEO_350,0,3,Basic-Ceramic,2,Wall-Mounted,0,Luxury,0,Luxury_Enclosure,1,Bidet-Mixer-Tap,0,GAS-6liters,poor,double,119351,12
small,Primavera_H500,5,3,Wall-Hung,2,Pedestal,1,Luxury,0,Luxury_Enclosure,0,Bidet-Mixer-Tap,1,Electric-50liters,high,single,391376,30
big,GLOBAL_ISEO_350,4,3,One-Piece,1,Wall-Mounted,0,Standard,0,Basic_Enclosure,1,Bidet-Mixer-Tap,0,Electric-50liters,high,single,583444,22
medium,Sira_Alice_Royal,2,0,Wall-Hung,2,Wall-Mounted,1,Luxury,1,Luxury_Enclosure,2,Bidet-Mixer-Tap,2,GAS-11liters,poor,single,437393,30
medium,Primavera_H500,11,1,One-Piece,0,Wall-Mounted,0,Luxury,2,Basic_Enclosure,0,Bidet-Ceramic,2,Electric-50liters,high,single,616891,44
big,COPA_Aluminium,11,0,Basic-Ceramic,2,Wall-Mounted,0,Standard,0,Luxury_Enclosure,1,Bidet-Mixer-Tap,2,Electric-50liters,poor,single,390973,37
medium,Samochauf_SAHD,5,2,Basic-Ceramic,2,Wall-Mounted,2,Standard,0,Basic_Enclosure,2,Bidet-Mixer-Tap,0,GAS-11liters,high,double,361212,32
medium,Sira_Alice_Royal,11,1,Wall-Hung,2,Wall-Mounted,1,Luxury,0,Basic_Enclosure,1,Bidet-Mixer-Tap,1,GAS-11liters,poor,single,552490,48
medium,COPA_Aluminium,2,1,One-Piece,0,Pedestal,2,Standard,0,Basic_Enclosure,1,Wall-Hung,0,Electric-30liters,poor,double,208828,19
medium,Sira_Alice_Royal,4,2,Wall-Hung,0,Countertop,1,Standard,1,Basic_Enclosure,0,Bidet-Ceramic,2,Electric-50liters,high,double,423056,35
small,GLOBAL_ISEO_350,10,2,Basic-Ceramic,2,Wall-Mounted,0,Luxury,1,Luxury_Enclosure,2,Wall-Hung,2,Electric-50liters,poor,double,1421697,43
small,COPA_Aluminium,5,1,Wall-Hung,3,Wall-Mounted,1,Standard,0,Luxury_Enclosure,1,Wall-Hung,2,Electric-50liters,high,double,383474,37
small,Samochauf_SAHD,7,3,Wall-Hung,2,Wall-Mounted,0,Standard,1,Luxury_Enclosure,0,Bidet-Ceramic,0,GAS-11liters,high,double,451159,39
small,COPA_Aluminium,2,0,One-Piece,0,Wall-Mounted,1,Luxury,0,Luxury_Enclosure,0,Wall-Hung,0,GAS-6liters,high,double,127748,10
big,Sira_Alice_Royal,0,3,Wall-Hung,1,Pedestal,0,Standard,1,Luxury_Enclosure,1,Wall-Hung,2,GAS-6liters,high,single,389118,32
small,Primavera_H500,1,2,Basic-Ceramic,2,Countertop,0,Standard,2,Basic_Enclosure,0,Bidet-Ceramic,1,Electric-50liters,high,double,273068,23
big,Primavera_H500,11,1,One-Piece,0,Countertop,1,Standard,2,Luxury_Enclosure,1,Wall-Hung,0,GAS-6liters,poor,double,766792,46
medium,GLOBAL_ISEO_350,16,1,Basic-Ceramic,0,Pedestal,0,Standard,0,Basic_Enclosure,2,Wall-Hung,2,GAS-11liters,high,double,1980249,66
medium,Primavera_H500,6,3,Wall-Hung,0,Wall-Mounted,2,Standard,2,Basic_Enclosure,1,Bidet-Mixer-Tap,2,Electric-50liters,high,double,651178,63
big,FONDITAL_ARDENTE_C2,10,1,Wall-Hung,3,Wall-Mounted,0,Standard,0,Luxury_Enclosure,0,Wall-Hung,2,Electric-50liters,high,single,514676,46
big,Sira_Alice_Royal,7,1,Wall-Hung,1,Pedestal,2,Standard,1,Luxury_Enclosure,1,Bidet-Ceramic,0,Electric-30liters,poor,double,510868,38
medium,GLOBAL_ISEO_350,0,0,Basic-Ceramic,0,Wall-Mounted,0,Standard,1,Basic_Enclosure,0,Bidet-Ceramic,2,Electric-30liters,high,double,147678,13
big,Primavera_H500,10,1,One-Piece,0,Countertop,2,Luxury,2,Basic_Enclosure,0,Bidet-Ceramic,2,GAS-11liters,high,double,850729,69
big,Primavera_H500,2,2,One-Piece,0,Pedestal,2,Luxury,2,Luxury_Enclosure,0,Bidet-Mixer-Tap,0,GAS-11liters,poor,double,516092,32
medium,COPA_Aluminium,1,0,Basic-Ceramic,0,Countertop,1,Luxury,0,Basic_Enclosure,0,Bidet-Ceramic,2,Electric-50liters,poor,single,216577,17
medium,Helyos_Evo,14,2,Basic-Ceramic,3,Countertop,0,Standard,2,Luxury_Enclosure,0,Wall-Hung,1,Electric-30liters,high,double,846477,64
medium,Primavera_H500,3,1,Basic-Ceramic,0,Pedestal,0,Luxury,0,Basic_Enclosure,0,Bidet-Mixer-Tap,0,Electric-30liters,high,double,149179,13
big,Samochauf_SAHD,10,3,Wall-Hung,0,Countertop,2,Luxury,0,Luxury_Enclosure,2,Bidet-Mixer-Tap,1,Electric-30liters,high,double,630158,50
big,Samochauf_SAHD,12,1,Basic-Ceramic,0,Pedestal,1,Luxury,1,Luxury_Enclosure,2,Bidet-Ceramic,2,GAS-6liters,poor,double,647137,48
small,Helyos_Evo,3,3,Wall-Hung,1,Pedestal,1,Standard,1,Luxury_Enclosure,1,Bidet-Mixer-Tap,1,Electric-30liters,high,double,419708,35
medium,Primavera_H500,13,3,One-Piece,2,Wall-Mounted,0,Standard,1,Basic_Enclosure,2,Bidet-Ceramic,0,Electric-50liters,high,double,642239,61
small,Helyos_Evo,0,0,Basic-Ceramic,2,Pedestal,0,Standard,0,Basic_Enclosure,1,Bidet-Ceramic,0,Electric-30liters,poor,single,34602,6
medium,Sira_Alice_Royal,0,2,Basic-Ceramic,0,Countertop,2,Luxury,2,Basic_Enclosure,0,Bidet-Mixer-Tap,2,GAS-6liters,high,single,435853,34
medium,GLOBAL_ISEO_350,1,3,Wall-Hung,3,Wall-Mounted,2,Standard,1,Luxury_Enclosure,0,Bidet-Mixer-Tap,1,Electric-50liters,poor,single,523639,36
medium,GLOBAL_ISEO_350,10,1,One-Piece,0,Pedestal,2,Standard,2,Basic_Enclosure,2,Bidet-Mixer-Tap,0,GAS-11liters,poor,double,1338410,57
medium,Helyos_Evo,15,0,Basic-Ceramic,2,Pedestal,0,Standard,2,Luxury_Enclosure,0,Wall-Hung,0,GAS-6liters,high,double,698366,63
small,GLOBAL_ISEO_350,4,2,One-Piece,2,Wall-Mounted,0,Luxury,1,Basic_Enclosure,0,Bidet-Ceramic,2,GAS-11liters,high,single,676731,28
small,FONDITAL_ARDENTE_C2,13,2,Wall-Hung,0,Wall-Mounted,2,Standard,1,Luxury_Enclosure,0,Wall-Hung,0,GAS-6liters,poor,double,681670,57
small,GLOBAL_ISEO_350,1,0,Basic-Ceramic,0,Pedestal,2,Standard,2,Basic_Enclosure,0,Wall-Hung,1,GAS-11liters,poor,double,414802,20
big,Helyos_Evo,13,2,One-Piece,1,Wall-Mounted,0,Standard,0,Basic_Enclosure,1,Bidet-Mixer-Tap,0,GAS-11liters,poor,single,443796,49
big,Primavera_H500,8,0,Basic-Ceramic,1,Pedestal,1,Standard,1,Basic_Enclosure,0,Bidet-Ceramic,1,GAS-11liters,poor,double,467385,31
medium,Sira_Alice_Royal,15,2,Wall-Hung,2,Pedestal,0,Standard,0,Basic_Enclosure,0,Bidet-Ceramic,1,GAS-11liters,high,double,638222,59
medium,Helyos_Evo,12,0,One-Piece,1,Countertop,2,Standard,2,Luxury_Enclosure,1,Bidet-Mixer-Tap,1,GAS-11liters,high,single,795804,52
big,Primavera_H500,5,0,Basic-Ceramic,3,Wall-Mounted,2,Standard,0,Luxury_Enclosure,2,Bidet-Mixer-Tap,2,Electric-30liters,high,single,426927,36
small,Primavera_H500,2,2,Basic-Ceramic,3,Countertop,0,Standard,0,Luxury_Enclosure,0,Wall-Hung,2,GAS-11liters,poor,double,308417,22
medium,Primavera_H500,7,0,Basic-Ceramic,1,Pedestal,1,Standard,0,Basic_Enclosure,1,Wall-Hung,1,Electric-50liters,high,single,355610,26
medium,COPA_Aluminium,7,0,Wall-Hung,0,Pedestal,1,Luxury,2,Basic_Enclosure,2,Bidet-Ceramic,1,Electric-50liters,poor,double,457651,35
medium,Samochauf_SAHD,2,0,One-Piece,1,Countertop,0,Luxury,2,Luxury_Enclosure,0,Bidet-Ceramic,2,GAS-11liters,high,single,469201,30
medium,COPA_Aluminium,6,1,Wall-Hung,2,Wall-Mounted,2,Standard,2,Basic_Enclosure,0,Bidet-Ceramic,2,GAS-11liters,poor,double,535194,46
small,Sira_Alice_Royal,11,3,Basic-Ceramic,3,Wall-Mounted,0,Standard,2,Basic_Enclosure,0,Bidet-Mixer-Tap,2,Electric-30liters,high,double,655108,64
big,Samochauf_SAHD,1,2,Basic-Ceramic,2,Countertop,1,Luxury,1,Basic_Enclosure,2,Bidet-Ceramic,1,Electric-30liters,poor,double,341603,30
big,Sira_Alice_Royal,15,2,Basic-Ceramic,2,Wall-Mounted,1,Luxury,2,Luxury_Enclosure,0,Bidet-Ceramic,0,GAS-11liters,high,double,796930,69
medium,Sira_Alice_Royal,10,0,Basic-Ceramic,0,Countertop,0,Luxury,0,Basic_Enclosure,2,Bidet-Ceramic,1,Electric-50liters,high,double,399977,38
small,Primavera_H500,2,0,Wall-Hung,1,Wall-Mounted,0,Standard,0,Luxury_Enclosure,2,Bidet-Ceramic,1,GAS-11liters,high,single,200080,16
big,Helyos_Evo,14,1,Wall-Hung,3,Countertop,0,Luxury,1,Basic_Enclosure,2,Wall-Hung,2,Electric-30liters,poor,double,733418,72
medium,FONDITAL_ARDENTE_C2,5,2,One-Piece,3,Pedestal,2,Luxury,2,Basic_Enclosure,2,Wall-Hung,1,Electric-50liters,poor,double,613910,56
small,GLOBAL_ISEO_350,2,1,Wall-Hung,2,Wall-Mounted,1,Standard,0,Luxury_Enclosure,1,Bidet-Mixer-Tap,2,Electric-50liters,high,single,453678,24
big,Helyos_Evo,8,0,Basic-Ceramic,2,Countertop,2,Standard,0,Luxury_Enclosure,0,Bidet-Ceramic,2,Electric-50liters,poor,double,500604,35
big,FONDITAL_ARDENTE_C2,6,2,Wall-Hung,3,Wall-Mounted,1,Standard,2,Luxury_Enclosure,2,Bidet-Ceramic,0,GAS-6liters,high,single,629391,53
big,GLOBAL_ISEO_350,15,3,Basic-Ceramic,0,Countertop,1,Standard,0,Luxury_Enclosure,0,Bidet-Mixer-Tap,0,Electric-50liters,poor,single,1704294,59
small,Sira_Alice_Royal,7,3,One-Piece,3,Wall-Mounted,2,Standard,2,Luxury_Enclosure,2,Wall-Hung,1,Electric-50liters,poor,single,760333,62
big,Helyos_Evo,7,1,Wall-Hung,2,Pedestal,0,Standard,0,Luxury_Enclosure,1,Wall-Hung,0,GAS-11liters,high,double,323315,28
medium,COPA_Aluminium,2,2,One-Piece,3,Pedestal,1,Luxury,0,Luxury_Enclosure,2,Wall-Hung,0,GAS-6liters,high,single,250890,21
medium,FONDITAL_ARDENTE_C2,12,3,Basic-Ceramic,3,Wall-Mounted,0,Standard,2,Luxury_Enclosure,2,Wall-Hung,0,GAS-6liters,high,double,716990,61
big,Samochauf_SAHD,16,0,Wall-Hung,2,Wall-Mounted,1,Standard,1,Basic_Enclosure,0,Bidet-Mixer-Tap,2,GAS-11liters,poor,single,621218,51
big,Primavera_H500,15,0,Wall-Hung,0,Wall-Mounted,2,Luxury,2,Luxury_Enclosure,1,Wall-Hung,1,GAS-11liters,poor,single,1005108,62
big,COPA_Aluminium,4,1,Basic-Ceramic,1,Wall-Mounted,2,Luxury,2,Basic_Enclosure,2,Bidet-Mixer-Tap,2,GAS-11liters,high,single,518562,48
small,Primavera_H500,8,1,Wall-Hung,1,Pedestal,2,Standard,1,Luxury_Enclosure,1,Wall-Hung,0,GAS-6liters,high,single,563771,39
big,GLOBAL_ISEO_350,16,0,One-Piece,2,Wall-Mounted,2,Standard,1,Basic_Enclosure,1,Bidet-Mixer-Tap,1,Electric-50liters,poor,double,2029256,59
small,Samochauf_SAHD,9,2,Wall-Hung,3,Wall-Mounted,0,Standard,1,Luxury_Enclosure,2,Bidet-Mixer-Tap,2,Electric-50liters,poor,single,571316,39
big,Helyos_Evo,14,0,Basic-Ceramic,2,Wall-Mounted,2,Standard,2,Luxury_Enclosure,0,Bidet-Ceramic,0,GAS-11liters,poor,single,687274,67
medium,GLOBAL_ISEO_350,14,0,Wall-Hung,1,Wall-Mounted,2,Luxury,0,Basic_Enclosure,2,Bidet-Ceramic,2,GAS-6liters,poor,single,1764520,60
small,FONDITAL_ARDENTE_C2,13,0,Wall-Hung,0,Pedestal,2,Standard,1,Luxury_Enclosure,0,Wall-Hung,2,GAS-6liters,high,single,671056,46
big,FONDITAL_ARDENTE_C2,14,0,One-Piece,3,Wall-Mounted,1,Standard,0,Luxury_Enclosure,0,Bidet-Mixer-Tap,1,Electric-30liters,poor,double,574058,42
small,GLOBAL_ISEO_350,13,0,One-Piece,1,Wall-Mounted,0,Standard,1,Luxury_Enclosure,0,Wall-Hung,0,Electric-50liters,poor,single,1551412,40
medium,Helyos_Evo,16,0,Basic-Ceramic,3,Wall-Mounted,1,Standard,1,Basic_Enclosure,1,Bidet-Ceramic,2,Electric-50liters,high,single,689015,57
big,FONDITAL_ARDENTE_C2,3,3,Basic-Ceramic,3,Pedestal,0,Standard,0,Basic_Enclosure,1,Wall-Hung,0,Electric-50liters,poor,single,216510,22
medium,FONDITAL_ARDENTE_C2,14,3,One-Piece,2,Wall-Mounted,1,Luxury,1,Basic_Enclosure,2,Bidet-Ceramic,2,Electric-30liters,high,single,715940,58
